orgName,orgMetric,metric,deviceId,desc,product,productCode,descAll,type,high,hDesc,low,lDesc,unit,wr,alarm
,KT11_AHURmtCtl,AHURmtCtl,KT11,机组远程启停控制,空调新风,P0014_,机组远程启停控制,数字量,1,启动,0,停止,,读写,
,KT11_AHURmtEn,AHURmtEn,KT11,机组远程云端控制使能,空调新风,P0014_,机组远程云端控制使能,数字量,1,,0,,,读写,
,KT11_AHURunSt,AHURunSt,KT11,机组运行状态,空调新风,P0014_,机组运行状态,模拟量,4,运行,0,停止,,读写,
,KT11_AHUSimu,AHUSimu,KT11,机组仿真运行,空调新风,P0014_,机组仿真运行,数字量,1,,0,,,读写,
,KT11_MdMid,MdMid,KT11,机组过渡季模式,空调新风,P0014_,机组过渡季模式,数字量,1,过度季,0,,,读写,
,KT11_MdSum,MdSum,KT11,机组夏季模式,空调新风,P0014_,机组夏季模式,数字量,1,夏季,0,,,读写,
,KT11_MdWin,MdWin,KT11,机组冬季模式,空调新风,P0014_,机组冬季模式,数字量,1,冬季,0,,,读写,
,KT11_RmRhSp,RmRhSp,KT11,室内湿度设定,空调新风,P0014_,室内湿度设定,模拟量,100,,0,,,读写,
,KT11_RmTSp,RmTSp,KT11,室内温度设定,空调新风,P0014_,室内温度设定,模拟量,50,,0,,,读写,
,KT11_SAirDpSp,SAirDpSp,KT11,送风压差设定,空调新风,P0014_,送风压差设定,模拟量,50,,0,,,读写,
,KT11_SAirTSp,SAirTSp,KT11,送风温度设定,空调新风,P0014_,送风温度设定,模拟量,50,,0,,,读写,
KT12恒湿机（单元号9）,KT12_CF1_FSSZ,FSSZ,KT12_CF1,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT12_CF1_GCSSZ,GCSSZ,KT12_CF1,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,%,读写,
,KT12_CF1_GJ,GJ,KT12_CF1,关机,恒湿机,P0013_,KT12关机（单元号9）,数字量,1,关机,0,,,读写,
,KT12_CF1_GJSSZ,GJSSZ,KT12_CF1,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,%,读写,
,KT12_CF1_GSWBJ,GSWBJ,KT12_CF1,高水位报警,恒湿机,P0013_,KT12高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT12_CF1_JSDL,JSDL,KT12_CF1,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,A,只读,
,KT12_CF1_JSQ_DLGD,JSQ_DLGD,KT12_CF1,加湿器电流过大,恒湿机,P0013_,KT12加湿器电流过大,数字量,1,,0,,,只读,
,KT12_CF1_JSQ_DY,JSQ_DY,KT12_CF1,加湿器电源,恒湿机,P0013_,KT12加湿器电源,数字量,1,,0,,,只读,
,KT12_CF1_JSQ_JSF,JSQ_JSF,KT12_CF1,加湿器进水阀,恒湿机,P0013_,KT12加湿器进水阀,数字量,1,,0,,,只读,
,KT12_CF1_JSQ_PSF,JSQ_PSF,KT12_CF1,加湿器排水阀,恒湿机,P0013_,KT12加湿器排水阀,数字量,1,,0,,,只读,
,KT12_CF1_JSQ_WDL,JSQ_WDL,KT12_CF1,加湿器无电流,恒湿机,P0013_,KT12加湿器无电流,数字量,1,,0,,,只读,
,KT12_CF1_JZZT,JZZT,KT12_CF1,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT12_CF1_KCSSZ,KCSSZ,KT12_CF1,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,%,读写,
,KT12_CF1_KJ,KJ,KT12_CF1,开机,恒湿机,P0013_,KT12开机,数字量,1,开机,0,,,读写,
,KT12_CF1_KJSSZ,KJSSZ,KT12_CF1,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,%,读写,
,KT12_CF1_LDWD,LDWD,KT12_CF1,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,℃,只读,
,KT12_CF1_PSB,PSB,KT12_CF1,排水泵状态,恒湿机,P0013_,KT12排水泵状态,数字量,1,,0,,,只读,
,KT12_CF1_SFJ_DS,SFJ_DS,KT12_CF1,送风机低速,恒湿机,P0013_,KT12送风机低速,数字量,1,,0,,,只读,
,KT12_CF1_SFJ_GS,SFJ_GS,KT12_CF1,送风机高速,恒湿机,P0013_,KT12送风机高速,数字量,1,,0,,,只读,
,KT12_CF1_SFJ_ZS,SFJ_ZS,KT12_CF1,送风机中速,恒湿机,P0013_,KT12送风机中速,数字量,1,,0,,,只读,
,KT12_CF1_SNSD,SNSD,KT12_CF1,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,℃,只读,
,KT12_CF1_SNWD,SNWD,KT12_CF1,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,℃,只读,
,KT12_CF1_SWZT,SWZT,KT12_CF1,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT12_CF1_WSDTT_GZ,WSDTT_GZ,KT12_CF1,温湿度探头故障,恒湿机,P0013_,KT12温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT12_CF1_YSJ,YSJ,KT12_CF1,压缩机状态,恒湿机,P0013_,KT12压缩机状态,数字量,1,,0,,,只读,
,KT12_CF1_YSJ_DLGD,YSJ_DLGD,KT12_CF1,压缩机电流过大,恒湿机,P0013_,KT12压缩机电流过大,数字量,1,,0,,,只读,
,KT12_CF1_YSJ_DY,YSJ_DY,KT12_CF1,压缩机低压,恒湿机,P0013_,KT12压缩机低压,数字量,1,,0,,,只读,
,KT12_CF1_YSJ_GY,YSJ_GY,KT12_CF1,压缩机高压,恒湿机,P0013_,KT12压缩机高压,数字量,1,,0,,,只读,
,KT12_CF1_YSJ_GZ,YSJ_GZ,KT12_CF1,压缩机过载,恒湿机,P0013_,KT12压缩机过载,数字量,1,,0,,,只读,
,KT12_CF1_YSJ_WDL,YSJ_WDL,KT12_CF1,压缩机无电流,恒湿机,P0013_,KT12压缩机无电流,数字量,1,,0,,,只读,
,KT12_CF1_YSJDL,YSJDL,KT12_CF1,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,A,只读,
,KT12_CF1ACtl,ACtl,KT12_CF1,自动启停,恒湿机,P0013_,KT12恒湿机1自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT12_CF1HAs,HAs,KT12_CF1,手动/自动,恒湿机,P0013_,KT12恒湿机1手自动状态（单元号9）,数字量,0,自动,1,手动,,读写,
,KT12_CF1MCtl,MCtl,KT12_CF1,手动控制,恒湿机,P0013_,KT12恒湿机1手动启停,数字量,0,启动,1,停止,,读写,
KT12恒湿机2（单元号42）,KT12_CF2_FSSZ,FSSZ,KT12_CF2,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT12_CF2_GCSSZ,GCSSZ,KT12_CF2,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,%,读写,
,KT12_CF2_GJ,GJ,KT12_CF2,关机,恒湿机,P0013_,KT12关机,数字量,1,关机,0,,,读写,
,KT12_CF2_GJSSZ,GJSSZ,KT12_CF2,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,%,读写,
,KT12_CF2_GSWBJ,GSWBJ,KT12_CF2,高水位报警,恒湿机,P0013_,KT12高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT12_CF2_JSDL,JSDL,KT12_CF2,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,A,只读,
,KT12_CF2_JSQ_DLGD,JSQ_DLGD,KT12_CF2,加湿器电流过大,恒湿机,P0013_,KT12加湿器电流过大,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_JSQ_DY,JSQ_DY,KT12_CF2,加湿器电源,恒湿机,P0013_,KT12加湿器电源,数字量,1,,0,,,只读,
,KT12_CF2_JSQ_JSF,JSQ_JSF,KT12_CF2,加湿器进水阀,恒湿机,P0013_,KT12加湿器进水阀,数字量,1,,0,,,只读,
,KT12_CF2_JSQ_PSF,JSQ_PSF,KT12_CF2,加湿器排水阀,恒湿机,P0013_,KT12加湿器排水阀,数字量,1,,0,,,只读,
,KT12_CF2_JSQ_WDL,JSQ_WDL,KT12_CF2,加湿器无电流,恒湿机,P0013_,KT12加湿器无电流,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_JZZT,JZZT,KT12_CF2,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT12_CF2_KCSSZ,KCSSZ,KT12_CF2,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,%,读写,
,KT12_CF2_KJ,KJ,KT12_CF2,开机,恒湿机,P0013_,KT12开机（单元号42）,数字量,1,开机,0,,,读写,
,KT12_CF2_KJSSZ,KJSSZ,KT12_CF2,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,%,读写,
,KT12_CF2_LDWD,LDWD,KT12_CF2,露点温度,恒湿机,P0013_,露点温度,模拟量,60,,-40,,℃,只读,
,KT12_CF2_PSB,PSB,KT12_CF2,排水泵状态,恒湿机,P0013_,KT12排水泵状态,数字量,1,,0,,,只读,
,KT12_CF2_SFJ_DS,SFJ_DS,KT12_CF2,送风机低速,恒湿机,P0013_,KT12送风机低速,数字量,1,,0,,,只读,
,KT12_CF2_SFJ_GS,SFJ_GS,KT12_CF2,送风机高速,恒湿机,P0013_,KT12送风机高速,数字量,1,,0,,,只读,
,KT12_CF2_SFJ_ZS,SFJ_ZS,KT12_CF2,送风机中速,恒湿机,P0013_,KT12送风机中速,数字量,1,,0,,,只读,
,KT12_CF2_SNSD,SNSD,KT12_CF2,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,℃,只读,
,KT12_CF2_SNWD,SNWD,KT12_CF2,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,℃,只读,
,KT12_CF2_SWZT,SWZT,KT12_CF2,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT12_CF2_WSDTT_GZ,WSDTT_GZ,KT12_CF2,温湿度探头故障,恒湿机,P0013_,KT12温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJ,YSJ,KT12_CF2,压缩机状态,恒湿机,P0013_,KT12压缩机状态,数字量,1,,0,,,只读,
,KT12_CF2_YSJ_DLGD,YSJ_DLGD,KT12_CF2,压缩机电流过大,恒湿机,P0013_,KT12压缩机电流过大,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJ_DY,YSJ_DY,KT12_CF2,压缩机低压,恒湿机,P0013_,KT12压缩机低压,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJ_GY,YSJ_GY,KT12_CF2,压缩机高压,恒湿机,P0013_,KT12压缩机高压,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJ_GZ,YSJ_GZ,KT12_CF2,压缩机过载,恒湿机,P0013_,KT12压缩机过载,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJ_WDL,YSJ_WDL,KT12_CF2,压缩机无电流,恒湿机,P0013_,KT12压缩机无电流,数字量,1,,0,,,只读,值为1时报警
,KT12_CF2_YSJDL,YSJDL,KT12_CF2,压缩机电流,恒湿机,P0013_,压缩机电流,模拟量,30,,0,,A,只读,
,KT12_CF2ACtl,ACtl,KT12_CF2,自动启停,恒湿机,P0013_,KT12恒湿机2自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT12_CF2HAs,HAs,KT12_CF2,手动/自动,恒湿机,P0013_,KT12恒湿机2手自动状态（单元号42）,数字量,1,自动,0,手动,,读写,
,KT12_CF2MCtl,MCtl,KT12_CF2,手动控制,恒湿机,P0013_,KT12恒湿机2手动启停,数字量,1,启动,0,停止,,读写,
KT12初效滤,KT12_Filt1Alm,Filt1Alm,KT12,初效滤网堵塞报警,空调新风,P0014_,KT12初效滤网堵塞报警,数字量,1,堵塞,0,正常,,只读,值为1时报警
KT12防冻报警,KT12_CoolAlm,CoolAlm,KT12,防冻报警,空调新风,P0014_,KT12防冻报警,数字量,1,温度低,0,正常,,只读,值为1时报警
KT12水阀,KT12_CoolPrtOut,CoolPrtOut,KT12,冷热水阀防冻保护输出,空调新风,P0014_,KT12冷热水阀防冻保护输出,数字量,1,,0,,,读写（不建议修改）,
,KT12_CvlvCtl,CvlvCtl,KT12,冷热水阀开度控制,空调新风,P0014_,KT12冷热水阀开度控制,模拟量,100,,0,,%,读写（不建议修改）,
,KT12_CvlvCtlQ,CvlvCtlQ,KT12,冷热水阀开度控制HMI,空调新风,P0014_,冷热水阀开度控制HMI,模拟量,100,,0,,,读写,
,KT12_CvlvFb,CvlvFb,KT12,"冷热水阀开度反馈
",空调新风,P0014_,"冷热水阀开度反馈
",模拟量,100,,0,,%,只读,
,KT12_CvlvGain,CvlvGain,KT12,冷热水阀PID调节增益设定值,空调新风,P0014_,冷热水阀PID调节增益设定值,模拟量,50,,0,,,读写（不建议修改）,
,KT12_CvlvHAs,CvlvHAs,KT12,冷热水阀手动/自动,空调新风,P0014_,冷热水阀手动/自动,数字量,1,自动,0,手动,,读写,
,KT12_CvlvMaxSp,CvlvMaxSp,KT12,冷热水阀最大开度设定值,空调新风,P0014_,冷热水阀最大开度设定值,模拟量,100,,0,,%,读写,
,KT12_CvlvMCtl,CvlvMCtl,KT12,冷热水阀手动设定值,空调新风,P0014_,冷热水阀手动设定值,模拟量,100,,0,,,读写,
,KT12_CvlvMinSp,CvlvMinSp,KT12,冷热水阀最小开度设定值,空调新风,P0014_,冷热水阀最小开度设定值,模拟量,100,,0,,%,读写,
,KT12_CvlvTI,CvlvTI,KT12,冷热水阀PID调节积分设定值,空调新风,P0014_,冷热水阀PID调节积分设定值,模拟量,1000,,0,,,读写（不建议修改）,
KT12东侧室内温湿度,KT12_EastRmRh,EastRmRh,KT12,东侧室内湿度,空调新风,P0014_,KT12东侧室内湿度,模拟量,50,,0,,℃,只读,
,KT12_EastRmT,EastRmT,KT12,东侧室内温度,空调新风,P0014_,KT12东侧室内温度,模拟量,50,,0,,℃,只读,
KT12风机盘管,KT12_FcuCtl,FcuCtl,KT12,风机盘管启停控制,空调新风,P0014_,KT12风机盘管启停控制,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT12_FcuHAs,FcuHAs,KT12,风机盘管手动/自动,空调新风,P0014_,KT12风机盘管手动/自动,数字量,1,自动,0,手动,,读写,
,KT12_FcuMCtl,FcuMCtl,KT12,风机盘管手动控制,空调新风,P0014_,KT12风机盘管手动控制,数字量,1,开启,0,关闭,,读写,
,KT12_FcuSt,FcuSt,KT12,风机盘管运行状态,空调新风,P0014_,KT12风机盘管运行状态,数字量,1,运行,0,停止,,只读,
KT12机组点位,KT12_MdMid,MdMid,KT12,机组过渡季模式,空调新风,P0014_,KT12机组过渡季模式,数字量,1,过渡季,0,,,读写,
,KT12_MdWin,MdWin,KT12,机组冬季模式,空调新风,P0014_,KT12机组冬季模式,数字量,1,夏季,0,,,读写,
,KT12_MdSum,MdSum,KT12,机组夏季模式,空调新风,P0014_,KT12机组夏季模式,数字量,1,冬季,0,,,读写,
,KT12_AHUCtl,AHUCtl,KT12,机组启停控制,空调新风,P0014_,KT12机组启停控制,数字量,1,启动,0,停止,,读写,
,KT12_AHUReset,AHUReset,KT12,机组复位,空调新风,P0014_,KT12机组复位,数字量,1,复位,0,,,读写,
,KT12_AHURmtCtl,AHURmtCtl,KT12,机组远程启停控制,空调新风,P0014_,KT12机组远程启停控制,数字量,1,启动,0,停止,,读写,
,KT12_AHURmtEn,AHURmtEn,KT12,机组远程云端控制使能,空调新风,P0014_,KT12机组远程云端控制使能,数字量,1,,0,,,读写,
,KT12_AHURunSt,AHURunSt,KT12,机组运行状态,空调新风,P0014_,机组运行状态,模拟量,4,,0,,,读写,
,KT12_SAirDpSp,SAirDpSp,KT12,送风压差设定,空调新风,P0014_,送风压差设定,模拟量,50,,0,,℃,读写,
,KT12_SAirTSp,SAirTSp,KT12,送风温度设定,空调新风,P0014_,送风温度设定,模拟量,50,,0,,℃,读写,
,KT12_AHUSimu,AHUSimu,KT12,机组仿真运行,空调新风,P0014_,KT12机组仿真运行,数字量,1,,0,,,读写,
,KT12_RmRhSp,RmRhSp,KT12,室内湿度设定,空调新风,P0014_,室内湿度设定,模拟量,100,,0,,℃,读写,
,KT12_RmTSp,RmTSp,KT12,室内温度设定,空调新风,P0014_,室内温度设定,模拟量,50,,0,,℃,读写,
KT12北余压阀,KT12_NorthRvmCtl,NorthRvmCtl,KT12,北余压阀开度给定,空调新风,P0014_,KT12北余压阀开度给定,模拟量,100,,0,,%,读写（不建议修改）,
,KT12_NorthRvmCtlQ,NorthRvmCtlQ,KT12,北余压阀开度控制HMI,空调新风,P0014_,北余压阀开度控制HMI,模拟量,100,,0,,,读写,
,KT12_NorthRvmFb,NorthRvmFb,KT12,北余压阀反馈,空调新风,P0014_,KT12北余压阀反馈,模拟量,100,,0,,%,只读,
,KT12_NorthRvmHAs,NorthRvmHAs,KT12,北余压阀手动/自动状态,空调新风,P0014_,KT12北余压阀手动/自动状态,数字量,1,,0,,,读写,
,KT12_NorthRvmMCtl,NorthRvmMCtl,KT12,北余压阀手动设定值,空调新风,P0014_,北余压阀手动设定值,模拟量,100,,0,,,读写,
KT12新风阀,KT12_OAirvlvCl,OAirvlvCl,KT12,新风阀关控制,空调新风,P0014_,KT12新风阀关控制,数字量,1,关,0,,,读写（不建议修改）,
,KT12_OAirvlvCs,OAirvlvCs,KT12,新风阀关到位,空调新风,P0014_,KT12新风阀关到位,数字量,1,关到位,0,未到位,,只读,
,KT12_OAirvlvHAs,OAirvlvHAs,KT12,新风阀手动/自动,空调新风,P0014_,KT12新风风门手动/自动,数字量,1,自动,0,手动,,读写,
,KT12_OAirvlvMCtl,OAirvlvMCtl,KT12,新风阀手动控制,空调新风,P0014_,KT12新风风门手动控制,数字量,1,开启,0,关闭,,读写,
,KT12_OAirvlvOp,OAirvlvOp,KT12,新风阀开控制,空调新风,P0014_,KT12新风阀开控制,数字量,1,开,0,,,读写（不建议修改）,
,KT12_OAirvlvOs,OAirvlvOs,KT12,"新风阀开到位
",空调新风,P0014_,KT12新风阀开到位,数字量,1,开到位,0,未到位,,只读,
,KT12_OAirvlvTimeDisp,OAirvlvTimeDisp,KT12,新风阀开启计时显示,空调新风,P0014_,KT12新风阀开启计时显示,数字量,1,,0,,,读写,
,KT12_OAirvlvTimeRemain,OAirvlvTimeRemain,KT12,新风阀开启计时,空调新风,P0014_,新风阀开启计时,模拟量,150,,0,,,只读,
KT12送风风量,KT12_SAirDp,SAirDp,KT12,送风风量,空调新风,P0014_,KT12送风风量,模拟量,5,,0,,m/s,只读,
KT12送风压差,KT12_SAirFl,SAirFl,KT12,送风压差,空调新风,P0014_,KT12送风压差,模拟量,50,,0,,Pa,只读,
KT12送风温湿度,KT12_SAirRh,SAirRh,KT12,送风湿度,空调新风,P0014_,KT12送风湿度,模拟量,100,,0,,%,只读,
,KT12_SAirT,SAirT,KT12,送风温度,空调新风,P0014_,KT12送风温度,模拟量,60,,-20,,℃,只读,
KT12风机,KT12_SFanACtl,SFanACtl,KT12,风机自动启停,空调新风,P0014_,KT12风机自动启停,数字量,1,启动,0,停止,,读写（不建议修改）,
,KT12_SFanHAs,SFanHAs,KT12,风机手动/自动,空调新风,P0014_,KT12风机手动/自动,数字量,1,自动,0,手动,,读写,
,KT12_SFanMCtl,SFanMCtl,KT12,风机手动启停,空调新风,P0014_,KT12风机手动启停,数字量,1,启动,0,停止,,读写,
,KT12_SFanSt,SFanSt,KT12,风机运行状态,空调新风,P0014_,KT12风机运行状态,数字量,1,运行,0,停止,,只读,
,KT12_SFanStOutTimeF,SFanStOutTimeF,KT12,风机启动超时故障,空调新风,P0014_,KT12风机启动超时故障,数字量,1,,0,,,只读,值为1时报警
,KT12_SFanTimeRset,SFanTimeRset,KT12,风机运行时间复位,空调新风,P0014_,KT12风机运行时间复位,数字量,1,,0,,,读写,
,KT12_VfCtl,VfCtl,KT12,风机变频运行准备控制字1142,空调新风,P0014_,风机变频运行准备控制字1142,模拟量,1000,,0,,,只读,
,KT12_VfF,VfF,KT12,风机变频故障报警,空调新风,P0014_,KT12风机变频故障报警,数字量,1,,0,,,读写（不建议修改）,值为1时报警
,KT12_VfHzCtl,VfHzCtl,KT12,风机变频频率调节,空调新风,P0014_,风机变频频率调节,模拟量,1000,,0,,Hz,读写,
,KT12_VfHzS,VfHzS,KT12,风机变频频率反馈,空调新风,P0014_,KT12风机变频频率反馈,模拟量,1000,,0,,Hz,只读,
,KT12_VfHzSp,VfHzSp,KT12,风机变频频率设定值,空调新风,P0014_,风机变频频率设定值,模拟量,1000,,0,,Hz,读写,
,KT12_VfLRs,VfLRs,KT12,风机变频远程/就地状态,空调新风,P0014_,KT12风机变频远程/就地状态,数字量,1,远程,0,就地,,只读,
,KT12_VfS,VfS,KT12,风机变频运行状态,空调新风,P0014_,KT12风机变频运行状态,数字量,1,运行,0,停止,,只读,
,KT12_SFanTtlRunTime,SFanTtlRunTime,KT12,风机累计运行时间,空调新风,P0014_,风机累计运行时间,模拟量,1000,,0,,,读写,
KT12南余压阀,KT12_SouthRvmCtl,SouthRvmCtl,KT12,南余压阀开度给定,空调新风,P0014_,KT12南余压阀开度给定,模拟量,100,,0,,%,读写（不建议修改）,
,KT12_SouthRvmCtlQ,SouthRvmCtlQ,KT12,南余压阀开度控制HMI,空调新风,P0014_,南余压阀开度控制HMI,模拟量,100,,0,,,读写,
,KT12_SouthRvmFb,SouthRvmFb,KT12,南余压阀反馈,空调新风,P0014_,KT12南余压阀反馈,模拟量,100,,0,,%,只读,
,KT12_SouthRvmHAs,SouthRvmHAs,KT12,南余压阀手动/自动状态,空调新风,P0014_,KT12南余压阀手动/自动状态,数字量,1,自动,0,手动,,读写,
,KT12_SouthRvmMCtl,SouthRvmMCtl,KT12,南余压阀手动设定值,空调新风,P0014_,南余压阀手动设定值,模拟量,100,,0,,,读写,
KT12西侧室内温湿度,KT12_WestRmRh,WestRmRh,KT12,西侧室内湿度,空调新风,P0014_,KT12西侧室内湿度,模拟量,50,,0,,℃,只读,
,KT12_WestRmT,WestRmT,KT12,西侧室内温度,空调新风,P0014_,KT12西侧室内温度,模拟量,50,,0,,℃,只读,
KT13&KT14防冻,KT_AntiFzCtl,AntiFzCtl,KT,新风机组防冻(&KT14加湿阀供水管）,空调新风,P0014_,新风机组防冻(KT13&KT14加湿阀供水管）,数字量,1,,0,,,只读,值为1时报警
,KT_AntiFzHAs,AntiFzHAs,KT,防冻手动/自动状态,空调新风,P0014_,防冻手动/自动状态,数字量,1,自动,0,手动,,读写,
,KT_AntiFzMCtl,AntiFzMCtl,KT,防冻手动启停控制,空调新风,P0014_,防冻手动启停控制,数字量,1,启动,0,停止,,读写,
,KT_AntiFzTmDzSp,AntiFzTmDzSp,KT,防冻保护回差设定,空调新风,P0014_,防冻保护回差设定,模拟量,50,,0,,,读写,
,KT_AntiFzTmSp,AntiFzTmSp,KT,防冻保护温度设定,空调新风,P0014_,防冻保护温度设定,模拟量,50,,0,,,读写,
KT13恒湿机1（单元号5）,KT13_CF1_FSSZ,FSSZ,KT13_CF1,风速设置：高速/中速/低速/自动,恒湿机,P0013_,风速设置：高速/中速/低速/自动,模拟量,3,,0,,,读写,
,KT13_CF1_GCSSZ,GCSSZ,KT13_CF1,关除湿设置,恒湿机,P0013_,关除湿设置,模拟量,99,,10,,,读写,
,KT13_CF1_GJ,GJ,KT13_CF1,关机,恒湿机,P0013_,关机,数字量,1,关机,0,,,读写,
,KT13_CF1_GJSSZ,GJSSZ,KT13_CF1,关加湿设置,恒湿机,P0013_,关加湿设置,模拟量,99,,10,,,读写,
,KT13_CF1_GSWBJ,GSWBJ,KT13_CF1,高水位报警,恒湿机,P0013_,高水位报警,数字量,1,报警,0,,,只读,值为1时报警
,KT13_CF1_JSDL,JSDL,KT13_CF1,加湿电流,恒湿机,P0013_,加湿电流,模拟量,30,,0,,,只读,
,KT13_CF1_JSQ_DLGD,JSQ_DLGD,KT13_CF1,加湿器电流过大,恒湿机,P0013_,加湿器电流过大,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_JSQ_DY,JSQ_DY,KT13_CF1,加湿器电源,恒湿机,P0013_,加湿器电源,数字量,1,,0,,,只读,
,KT13_CF1_JSQ_JSF,JSQ_JSF,KT13_CF1,加湿器进水阀,恒湿机,P0013_,加湿器进水阀,数字量,1,,0,,,只读,
,KT13_CF1_JSQ_PSF,JSQ_PSF,KT13_CF1,加湿器排水阀,恒湿机,P0013_,加湿器排水阀,数字量,1,,0,,,只读,
,KT13_CF1_JSQ_WDL,JSQ_WDL,KT13_CF1,加湿器无电流,恒湿机,P0013_,加湿器无电流,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_JZZT,JZZT,KT13_CF1,机组状态/待机/运行/缓停/除霜,恒湿机,P0013_,机组状态/待机/运行/缓停/除霜,模拟量,3,,0,,,只读,
,KT13_CF1_KCSSZ,KCSSZ,KT13_CF1,开除湿设置,恒湿机,P0013_,开除湿设置,模拟量,99,,10,,,读写,
,KT13_CF1_KJ,KJ,KT13_CF1,开机,恒湿机,P0013_,开机（单元号5）,数字量,1,开机,0,,,读写,
,KT13_CF1_KJSSZ,KJSSZ,KT13_CF1,开加湿设置,恒湿机,P0013_,开加湿设置,模拟量,99,,10,,,读写,
,KT13_CF1_LDWD,LDWD,KT13_CF1,露点温度,恒湿机,P0013_,露点温度,模拟量,30,,0,,,只读,
,KT13_CF1_PSB,PSB,KT13_CF1,排水泵状态,恒湿机,P0013_,排水泵状态,数字量,1,,0,,,只读,
,KT13_CF1_SFJ_DS,SFJ_DS,KT13_CF1,送风机低速,恒湿机,P0013_,送风机低速,数字量,1,,0,,,只读,
,KT13_CF1_SFJ_GS,SFJ_GS,KT13_CF1,送风机高速,恒湿机,P0013_,送风机高速,数字量,1,,0,,,只读,
,KT13_CF1_SFJ_ZS,SFJ_ZS,KT13_CF1,送风机中速,恒湿机,P0013_,送风机中速,数字量,1,,0,,,只读,
,KT13_CF1_SNSD,SNSD,KT13_CF1,室内湿度,恒湿机,P0013_,室内湿度,模拟量,100,,0,,,只读,
,KT13_CF1_SNWD,SNWD,KT13_CF1,室内温度,恒湿机,P0013_,室内温度,模拟量,120,,-30,,,只读,
,KT13_CF1_SWZT,SWZT,KT13_CF1,水位状态,恒湿机,P0013_,水位状态,模拟量,3,,0,,,只读,
,KT13_CF1_WSDTT_GZ,WSDTT_GZ,KT13_CF1,温湿度探头故障,恒湿机,P0013_,温湿度探头故障,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_YSJ,YSJ,KT13_CF1,压缩机状态,恒湿机,P0013_,压缩机状态,数字量,1,,0,,,只读,
,KT13_CF1_YSJ_DLGD,YSJ_DLGD,KT13_CF1,压缩机电流过大,恒湿机,P0013_,压缩机电流过大,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_YSJ_DY,YSJ_DY,KT13_CF1,压缩机低压,恒湿机,P0013_,压缩机低压,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_YSJ_GY,YSJ_GY,KT13_CF1,压缩机高压,恒湿机,P0013_,压缩机高压,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_YSJ_GZ,YSJ_GZ,KT13_CF1,压缩机过载,恒湿机,P0013_,压缩机过载,数字量,1,,0,,,只读,值为1时报警
,KT13_CF1_YSJ_WDL,YSJ_WDL,KT13_CF1,压缩机无电流,恒湿机,P0013_,压缩机无电流,数字量,1,,0,,,只读,值为1时报警
